employee_id,first_name,last_name,email,birthdate,age,gender,race,marital_status,state,start_date,exit_date,employee_status,employment_type,employee_classification_type,termination_type,title,department,payzone,performance_score,current_rating
1354,Christina,Terry,christina.terry@bilearner.com,5/7/1959,66,Female,Black,Widowed,MA,10/28/2020,2/27/2022,Involuntarily Terminated,Full-Time,Full-Time,Involuntary,Software Engineering Manager,Engineering,Zone C,Needs Improvement,3
1355,Niko,Durham,niko.durham@bilearner.com,5/20/1945,80,Female,Hispanic,Single,MA,6/16/2021,11/23/2021,Voluntarily Terminated,Full-Time,Temporary,Resignation,Administrative Assistant,Administration,Zone B,Needs Improvement,3
1356,Dante,Strong,dante.strong@bilearner.com,6/12/1988,37,Female,Hispanic,Married,MA,3/20/2023,6/21/2023,Voluntarily Terminated,Part-Time,Temporary,Voluntary,Accountant I,Finance & Accounting,Zone A,Needs Improvement,3
1357,Angeline,Perez,angeline.perez@bilearner.com,7/4/1972,53,Male,Black,Divorced,MA,9/7/2018,7/16/2021,Retired,Full-Time,Temporary,Retirement,Accountant I,Finance & Accounting,Zone C,Needs Improvement,3
1358,Jairo,Blanchard,jairo.blanchard@bilearner.com,3/29/1996,29,Male,Black,Married,MA,11/8/2018,10/28/2022,Retired,Part-Time,Part-Time,Retirement,Accountant I,Finance & Accounting,Zone B,Needs Improvement,3
1359,Rishi,Watkins,rishi.watkins@bilearner.com,3/19/1998,27,Male,Asian,Married,MA,1/26/2019,NULL,Active,Full-Time,Full-Time,NULL,Sr. Network Engineer,IT,Zone A,Needs Improvement,3
1360,Immanuel,Goodwin,immanuel.goodwin@bilearner.com,9/25/1964,60,Male,Asian,Divorced,MA,8/30/2021,NULL,Active,Contract,Full-Time,NULL,Sr. Network Engineer,IT,Zone B,Needs Improvement,3
1361,Elle,Berry,elle.berry@bilearner.com,9/26/1949,75,Female,Black,Married,MA,3/8/2023,3/30/2023,Voluntarily Terminated,Full-Time,Full-Time,Voluntary,Sr. Accountant,Finance & Accounting,Zone A,Needs Improvement,3
1362,Raphael,Francis,raphael.francis@bilearner.com,10/11/1983,41,Female,Asian,Widowed,MA,11/10/2019,12/3/2020,Retired,Full-Time,Full-Time,Retirement,Administrative Assistant,Administration,Zone C,Needs Improvement,3
1363,Hadley,Barrett,hadley.barrett@bilearner.com,4/21/1982,43,Female,Asian,Divorced,MA,7/28/2023,NULL,Active,Full-Time,Full-Time,NULL,Accountant I,Finance & Accounting,Zone A,Needs Improvement,3
1364,Mollie,Jenkins,mollie.jenkins@bilearner.com,1/20/1973,52,Male,White,Divorced,MA,4/3/2019,8/5/2019,Voluntarily Terminated,Contract,Temporary,Voluntary,Accountant I,Finance & Accounting,Zone C,Needs Improvement,3
1365,Cali,Nolan,cali.nolan@bilearner.com,7/13/1982,43,Male,Hispanic,Widowed,MA,7/24/2019,NULL,Active,Contract,Part-Time,NULL,Accountant I,Finance & Accounting,Zone C,Needs Improvement,3
1366,Malik,Crane,malik.crane@bilearner.com,1/15/1950,75,Male,Black,Single,MA,4/29/2022,12/11/2022,Voluntarily Terminated,Contract,Temporary,Voluntary,Sr. Network Engineer,IT,Zone B,Needs Improvement,3
1367,Bryce,Higgins,bryce.higgins@bilearner.com,8/12/1990,34,Female,White,Divorced,MA,10/6/2020,NULL,Active,Part-Time,Temporary,NULL,Sr. Network Engineer,IT,Zone B,Needs Improvement,3
1368,Beatrice,Bean,beatrice.bean@bilearner.com,8/26/1993,31,Female,White,Widowed,MA,4/4/2020,NULL,Active,Part-Time,Temporary,NULL,Sr. Accountant,Finance & Accounting,Zone C,Needs Improvement,3
1369,Shea,Novak,shea.novak@bilearner.com,3/24/1974,51,Female,Black,Married,MA,3/26/2021,NULL,Active,Contract,Full-Time,NULL,Administrative Assistant,Administration,Zone C,Needs Improvement,3
1370,Mateo,Mcdaniel,mateo.mcdaniel@bilearner.com,12/13/1992,32,Female,Black,Married,MA,5/19/2022,NULL,Active,Part-Time,Temporary,NULL,Administrative Assistant,Administration,Zone A,Needs Improvement,3
1371,Arianna,Carlson,arianna.carlson@bilearner.com,5/7/1957,68,Female,Black,Married,MA,8/28/2021,10/16/2021,Involuntarily Terminated,Contract,Part-Time,Involuntary,Accountant I,Finance & Accounting,Zone A,Needs Improvement,3
1372,Frankie,Davenport,frankie.davenport@bilearner.com,8/19/1991,33,Male,White,Single,MA,11/24/2022,NULL,Active,Contract,Full-Time,NULL,Accountant I,Finance & Accounting,Zone A,Needs Improvement,3
1373,Morgan,Hammond,morgan.hammond@bilearner.com,4/20/1986,39,Male,Other,Divorced,MA,1/12/2022,11/11/2022,Voluntarily Terminated,Contract,Part-Time,Resignation,Accountant I,Finance & Accounting,Zone A,Needs Improvement,3
1374,Judith,Mccullough,judith.mccullough@bilearner.com,9/12/1942,82,Female,White,Married,MA,7/7/2019,NULL,Active,Part-Time,Temporary,NULL,Sr. Network Engineer,IT,Zone B,Needs Improvement,3
1375,Luca,Francis,luca.francis@bilearner.com,7/7/1999,26,Female,Asian,Divorced,MA,7/14/2021,NULL,Active,Contract,Full-Time,NULL,Sr. Accountant,Finance & Accounting,Zone B,Needs Improvement,3
1376,Mallory,Figueroa,mallory.figueroa@bilearner.com,12/8/1958,66,Female,Other,Single,MA,12/3/2019,2/10/2022,Retired,Full-Time,Temporary,Retirement,Administrative Assistant,Administration,Zone B,Needs Improvement,3
1377,Larissa,Douglas,larissa.douglas@bilearner.com,5/18/1968,57,Female,White,Divorced,MA,3/3/2021,7/10/2021,Voluntarily Terminated,Part-Time,Part-Time,Resignation,Administrative Assistant,Administration,Zone A,Needs Improvement,3
1378,Konnor,Rivas,konnor.rivas@bilearner.com,3/6/1975,50,Female,White,Married,MA,6/13/2022,NULL,Active,Full-Time,Full-Time,NULL,Accountant I,Finance & Accounting,Zone C,Needs Improvement,3
1379,Fernanda,Yu,fernanda.yu@bilearner.com,10/21/1984,40,Male,White,Widowed,MA,1/23/2023,NULL,Active,Part-Time,Temporary,NULL,Accountant I,Finance & Accounting,Zone A,Needs Improvement,3
1380,Solomon,Paul,solomon.paul@bilearner.com,5/4/1953,72,Male,Hispanic,Single,MA,9/6/2020,NULL,Active,Part-Time,Temporary,NULL,Accountant I,Finance & Accounting,Zone A,Needs Improvement,3
1381,Emiliano,Young,emiliano.young@bilearner.com,11/1/2000,24,Female,Other,Single,MA,10/17/2022,NULL,Active,Full-Time,Temporary,NULL,Sr. Network Engineer,IT,Zone A,Needs Improvement,3
1382,Mason,Ellis,mason.ellis@bilearner.com,3/16/1968,57,Female,White,Widowed,MA,6/7/2019,NULL,Active,Full-Time,Full-Time,NULL,Sr. Accountant,Finance & Accounting,Zone B,Needs Improvement,3
1383,Athena,Moore,athena.moore@bilearner.com,10/10/1994,30,Female,Hispanic,Divorced,MA,1/28/2022,9/16/2022,Voluntarily Terminated,Contract,Part-Time,Resignation,Sr. Accountant,Finance & Accounting,Zone C,Needs Improvement,3
1384,Karla,Farrell,karla.farrell@bilearner.com,3/12/1956,69,Female,Other,Single,MA,7/1/2020,3/5/2021,Voluntarily Terminated,Part-Time,Part-Time,Resignation,Administrative Assistant,Administration,Zone B,Needs Improvement,3
1385,Anderson,Meadows,anderson.meadows@bilearner.com,5/9/1966,59,Female,Hispanic,Divorced,MA,5/30/2020,NULL,Active,Full-Time,Full-Time,NULL,Administrative Assistant,Administration,Zone C,Needs Improvement,3
1386,Jacey,Braun,jacey.braun@bilearner.com,8/19/1976,48,Female,White,Married,MA,10/5/2019,2/4/2023,Involuntarily Terminated,Contract,Full-Time,Involuntary,Accountant I,Finance & Accounting,Zone C,Needs Improvement,3
1387,Nathan,Kline,nathan.kline@bilearner.com,8/27/1951,73,Male,Hispanic,Divorced,MA,11/6/2021,4/20/2023,Voluntarily Terminated,Contract,Full-Time,Voluntary,Accountant I,Finance & Accounting,Zone B,Needs Improvement,3
1388,Gabriella,Benitez,gabriella.benitez@bilearner.com,12/23/1970,54,Female,Black,Single,MA,5/9/2019,5/7/2020,Voluntarily Terminated,Part-Time,Part-Time,Resignation,Accountant I,Finance & Accounting,Zone B,Needs Improvement,3
1389,Juan,Gonzalez,juan.gonzalez@bilearner.com,11/11/1962,62,Male,Hispanic,Widowed,MA,10/28/2019,NULL,Active,Part-Time,Part-Time,NULL,Production Technician II,Production & Operations,Zone A,Needs Improvement,3
1390,Cayo,Gonzalez,cayo.gonzalez@bilearner.com,12/21/1955,69,Male,Asian,Married,MA,1/11/2019,NULL,Active,Contract,Part-Time,NULL,Production Technician I,Production & Operations,Zone C,Needs Improvement,3
1391,Taylor,Sparks,taylor.sparks@bilearner.com,11/18/1941,83,Female,Other,Single,MA,4/2/2020,NULL,Active,Contract,Temporary,NULL,Production Technician I,Production & Operations,Zone A,Needs Improvement,3
1392,Jeanette,Tippett,jeanette.tippett@bilearner.com,2/25/1955,70,Female,Hispanic,Widowed,MA,6/7/2019,8/15/2019,Involuntarily Terminated,Part-Time,Part-Time,Involuntary,Production Technician I,Production & Operations,Zone A,Needs Improvement,3
1393,Rose,Ivey,rose.ivey@bilearner.com,3/20/1947,78,Female,Other,Single,MA,11/22/2021,11/23/2022,Voluntarily Terminated,Part-Time,Part-Time,Voluntary,Production Technician I,Production & Operations,Zone C,Needs Improvement,3
1394,Elijian,Clukey,elijian.clukey@bilearner.com,5/13/1943,82,Male,Black,Married,MA,1/19/2019,NULL,Active,Full-Time,Full-Time,NULL,Production Technician I,Production & Operations,Zone A,Needs Improvement,3
1395,Jordan,Winthrop,jordan.winthrop@bilearner.com,11/14/1960,64,Male,Black,Divorced,MA,12/17/2021,12/26/2021,Voluntarily Terminated,Full-Time,Full-Time,Resignation,Production Technician II,Production & Operations,Zone C,Needs Improvement,3
1396,Shari,Ngodup,shari.ngodup@bilearner.com,9/7/1956,68,Female,Hispanic,Married,MA,5/4/2019,2/15/2021,Voluntarily Terminated,Part-Time,Part-Time,Resignation,Production Technician I,Production & Operations,Zone A,Needs Improvement,3
1397,John,Kretschmer,john.kretschmer@bilearner.com,2/26/1981,44,Male,Other,Single,MA,12/25/2018,3/11/2019,Voluntarily Terminated,Contract,Part-Time,Voluntary,Production Technician I,Production & Operations,Zone A,Needs Improvement,3
1398,Debbie,Mangal,debbie.mangal@bilearner.com,12/12/1972,52,Female,White,Single,MA,1/3/2021,3/8/2023,Involuntarily Terminated,Part-Time,Part-Time,Involuntary,Production Technician I,Production & Operations,Zone C,Needs Improvement,3
1399,Helen,Billis,helen.billis@bilearner.com,12/15/1977,47,Female,Other,Widowed,MA,6/15/2023,NULL,Active,Part-Time,Part-Time,NULL,Production Technician I,Production & Operations,Zone C,Needs Improvement,3
1400,Yen,Johnston,yen.johnston@bilearner.com,4/3/1955,70,Female,White,Divorced,MA,8/29/2018,2/9/2023,Voluntarily Terminated,Full-Time,Full-Time,Resignation,Production Technician II,Production & Operations,Zone B,Needs Improvement,3
1401,Hong,Pham,hong.pham@bilearner.com,8/17/1967,57,Male,White,Single,MA,1/4/2019,NULL,Active,Contract,Part-Time,NULL,Production Technician I,Production & Operations,Zone B,Needs Improvement,3
1402,Linda,Bachiochi,linda.bachiochi@bilearner.com,10/12/1988,36,Female,White,Divorced,MA,9/10/2021,NULL,Active,Full-Time,Full-Time,NULL,Production Technician I,Production & Operations,Zone B,Needs Improvement,3
1403,Lily,DiNocco,lily.dinocco@bilearner.com,12/9/1944,80,Female,White,Widowed,MA,7/8/2021,NULL,Active,Full-Time,Temporary,NULL,Production Technician I,Production & Operations,Zone B,Needs Improvement,3
1404,Ned,Miller,ned.miller@bilearner.com,12/6/1978,46,Male,Hispanic,Single,MA,11/1/2018,4/29/2021,Involuntarily Terminated,Contract,Part-Time,Involuntary,Production Technician II,Production & Operations,Zone B,Needs Improvement,3
1405,Shana,Petingill,shana.petingill@bilearner.com,3/30/1977,48,Female,Other,Single,MA,12/8/2018,6/11/2022,Involuntarily Terminated,Part-Time,Temporary,Involuntary,Production Technician II,Production & Operations,Zone A,Needs Improvement,3
1406,Jennifer,Cloninger,jennifer.cloninger@bilearner.com,11/10/1982,42,Female,Asian,Single,MA,10/25/2022,NULL,Active,Part-Time,Part-Time,NULL,Production Technician II,Production & Operations,Zone A,Needs Improvement,3
1407,Elias,Robinson,elias.robinson@bilearner.com,3/30/1983,42,Male,Hispanic,Married,MA,4/4/2023,NULL,Active,Full-Time,Temporary,NULL,Production Technician I,Production & Operations,Zone B,Needs Improvement,3
1408,Libby,Fidelia,libby.fidelia@bilearner.com,12/3/1980,44,Female,Other,Single,MA,3/17/2021,NULL,Active,Contract,Part-Time,NULL,Production Technician I,Production & Operations,Zone B,Needs Improvement,3
1409,Catherine,Ybarra,catherine.ybarra@bilearner.com,4/2/1981,44,Female,Other,Widowed,MA,3/11/2019,9/6/2021,Retired,Full-Time,Full-Time,Retirement,Production Technician I,Production & Operations,Zone A,Needs Improvement,3
1410,Ashanti,Price,ashanti.price@bilearner.com,8/8/1945,80,Female,White,Widowed,MA,2/25/2022,4/28/2023,Voluntarily Terminated,Contract,Temporary,Resignation,Production Technician I,Production & Operations,Zone C,Needs Improvement,3
1411,Makenna,Rojas,makenna.rojas@bilearner.com,5/26/1980,45,Female,Hispanic,Married,MA,7/2/2019,NULL,Active,Part-Time,Part-Time,NULL,Production Technician I,Production & Operations,Zone C,Needs Improvement,3
1412,Rory,Stone,rory.stone@bilearner.com,9/19/1982,42,Female,White,Widowed,MA,6/20/2019,NULL,Active,Part-Time,Part-Time,NULL,Production Technician I,Production & Operations,Zone B,Needs Improvement,3
1413,Ann,Montgomery,ann.montgomery@bilearner.com,3/12/1943,82,Male,Black,Widowed,MA,9/27/2019,2/8/2023,Retired,Part-Time,Part-Time,Retirement,Production Technician I,Production & Operations,Zone A,Needs Improvement,3
1414,Erin,Holder,erin.holder@bilearner.com,6/3/1966,59,Male,Asian,Married,MA,11/15/2022,7/26/2023,Involuntarily Terminated,Contract,Full-Time,Involuntary,Production Technician I,Production & Operations,Zone C,Needs Improvement,3
1415,Aubrey,Kim,aubrey.kim@bilearner.com,8/14/1977,47,Male,Asian,Divorced,MA,8/22/2020,NULL,Active,Part-Time,Part-Time,NULL,Production Technician I,Production & Operations,Zone A,Needs Improvement,3
1416,Edward,Love,edward.love@bilearner.com,9/12/1953,71,Male,Asian,Widowed,MA,4/9/2020,NULL,Active,Part-Time,Part-Time,NULL,Production Technician I,Production & Operations,Zone B,Needs Improvement,3
1417,Paisley,Avery,paisley.avery@bilearner.com,2/2/1949,76,Female,Other,Single,MA,3/30/2021,NULL,Active,Full-Time,Full-Time,NULL,Production Technician I,Production & Operations,Zone C,Needs Improvement,3
1418,Kaiden,Leblanc,kaiden.leblanc@bilearner.com,12/30/2000,24,Female,Other,Married,MA,9/26/2018,NULL,Active,Part-Time,Temporary,NULL,Production Technician I,Production & Operations,Zone C,Needs Improvement,3
1419,Shania,Bauer,shania.bauer@bilearner.com,1/11/1984,41,Female,Other,Divorced,MA,5/22/2023,NULL,Active,Contract,Full-Time,NULL,Production Technician I,Production & Operations,Zone C,Needs Improvement,3
1420,Danna,Hines,danna.hines@bilearner.com,12/29/1950,74,Female,White,Divorced,MA,6/4/2021,NULL,Active,Contract,Temporary,NULL,Production Technician I,Production & Operations,Zone B,Needs Improvement,3
1421,Bennett,Bowen,bennett.bowen@bilearner.com,11/30/1948,76,Female,Other,Married,MA,10/22/2019,7/25/2023,Involuntarily Terminated,Contract,Full-Time,Involuntary,Production Technician I,Production & Operations,Zone C,Needs Improvement,3
1422,Gianna,Lopez,gianna.lopez@bilearner.com,10/2/1994,30,Female,Hispanic,Divorced,MA,10/4/2019,10/18/2020,Involuntarily Terminated,Full-Time,Full-Time,Involuntary,Production Technician I,Production & Operations,Zone B,Needs Improvement,3
1423,Azaria,Young,azaria.young@bilearner.com,3/12/1992,33,Female,White,Single,MA,6/25/2022,NULL,Active,Full-Time,Full-Time,NULL,Production Technician I,Production & Operations,Zone A,Needs Improvement,3
1424,Aydin,Bautista,aydin.bautista@bilearner.com,12/8/1982,42,Female,Asian,Married,MA,11/17/2021,8/3/2022,Voluntarily Terminated,Full-Time,Full-Time,Voluntary,Production Technician I,Production & Operations,Zone B,Needs Improvement,3
1425,Antoine,Schaefer,antoine.schaefer@bilearner.com,6/21/1942,83,Female,Black,Single,MA,8/4/2019,NULL,Active,Part-Time,Part-Time,NULL,Production Technician I,Production & Operations,Zone B,Needs Improvement,3
1426,Milagros,Cobb,milagros.cobb@bilearner.com,7/19/2000,25,Female,Hispanic,Widowed,MA,3/8/2022,11/12/2022,Retired,Full-Time,Full-Time,Retirement,Production Technician I,Production & Operations,Zone A,Needs Improvement,3
1427,Jean,Duffy,jean.duffy@bilearner.com,5/9/1953,72,Male,Asian,Divorced,MA,2/22/2019,NULL,Active,Full-Time,Full-Time,NULL,Production Technician II,Production & Operations,Zone A,Needs Improvement,3
1428,Campbell,Doyle,campbell.doyle@bilearner.com,2/26/1970,55,Male,White,Divorced,MA,12/8/2022,NULL,Active,Full-Time,Full-Time,NULL,Production Technician II,Production & Operations,Zone C,Needs Improvement,3
1429,Deven,Vincent,deven.vincent@bilearner.com,9/2/1944,80,Female,Hispanic,Divorced,MA,11/22/2019,3/12/2022,Voluntarily Terminated,Contract,Temporary,Resignation,Production Technician II,Production & Operations,Zone B,Needs Improvement,3
1430,Evangeline,Downs,evangeline.downs@bilearner.com,1/19/1959,66,Female,Asian,Single,MA,2/13/2023,3/3/2023,Involuntarily Terminated,Part-Time,Temporary,Involuntary,Production Technician II,Production & Operations,Zone A,Needs Improvement,3
1431,Kaley,Ali,kaley.ali@bilearner.com,10/31/1951,73,Female,Black,Widowed,MA,3/15/2019,NULL,Active,Full-Time,Full-Time,NULL,Production Technician II,Production & Operations,Zone B,Needs Improvement,3
1432,Madeline,Bernard,madeline.bernard@bilearner.com,7/29/1991,34,Male,White,Married,MA,7/18/2019,NULL,Active,Contract,Part-Time,NULL,Production Technician II,Production & Operations,Zone A,Needs Improvement,3
1433,Alijah,Singh,alijah.singh@bilearner.com,8/25/1995,29,Female,White,Widowed,MA,4/9/2021,11/28/2021,Voluntarily Terminated,Part-Time,Part-Time,Voluntary,Production Technician I,Production & Operations,Zone C,Needs Improvement,3
1434,Ayla,Roberts,ayla.roberts@bilearner.com,12/28/1986,38,Female,White,Divorced,MA,12/30/2018,3/30/2023,Voluntarily Terminated,Part-Time,Part-Time,Voluntary,Production Technician I,Production & Operations,Zone C,Needs Improvement,3
1435,Isai,Mcfarland,isai.mcfarland@bilearner.com,11/29/1998,26,Female,Hispanic,Single,MA,7/30/2021,NULL,Active,Contract,Temporary,NULL,Production Technician I,Production & Operations,Zone C,Needs Improvement,3
1436,Brent,Dominguez,brent.dominguez@bilearner.com,5/27/1989,36,Male,Hispanic,Married,MA,10/28/2022,NULL,Active,Full-Time,Temporary,NULL,Production Technician I,Production & Operations,Zone C,Needs Improvement,3
1437,Lorena,Graves,lorena.graves@bilearner.com,6/25/1996,29,Male,Asian,Single,MA,10/29/2020,NULL,Active,Contract,Temporary,NULL,Production Technician I,Production & Operations,Zone C,Needs Improvement,3
1438,Lucian,Mora,lucian.mora@bilearner.com,12/16/1977,47,Male,Asian,Married,MA,3/17/2023,3/22/2023,Voluntarily Terminated,Contract,Part-Time,Voluntary,Production Technician I,Production & Operations,Zone B,Needs Improvement,3
1439,Dangelo,Gould,dangelo.gould@bilearner.com,1/24/1988,37,Female,Asian,Widowed,MA,7/20/2022,4/26/2023,Voluntarily Terminated,Full-Time,Temporary,Voluntary,Production Technician I,Production & Operations,Zone A,Needs Improvement,3
1440,Humberto,Horn,humberto.horn@bilearner.com,2/21/1997,28,Female,Hispanic,Single,MA,8/4/2023,NULL,Active,Part-Time,Temporary,NULL,Production Technician I,Production & Operations,Zone A,Needs Improvement,3
1441,Miranda,Chavez,miranda.chavez@bilearner.com,3/16/1982,43,Female,Hispanic,Married,MA,11/26/2021,9/23/2022,Voluntarily Terminated,Contract,Temporary,Voluntary,Production Technician I,Production & Operations,Zone A,Needs Improvement,3
1442,Makena,Mcintosh,makena.mcintosh@bilearner.com,7/10/1993,32,Female,Black,Single,MA,9/27/2018,NULL,Active,Full-Time,Temporary,NULL,Production Technician I,Production & Operations,Zone A,Needs Improvement,3
1443,Armani,Crawford,armani.crawford@bilearner.com,2/25/1960,65,Female,White,Divorced,MA,8/4/2019,NULL,Active,Contract,Part-Time,NULL,Production Technician I,Production & Operations,Zone C,Needs Improvement,3
1444,Eugene,Bird,eugene.bird@bilearner.com,2/21/1972,53,Female,White,Divorced,MA,10/3/2019,NULL,Active,Contract,Part-Time,NULL,Production Technician I,Production & Operations,Zone C,Needs Improvement,3
1445,Connor,Larsen,connor.larsen@bilearner.com,12/16/1963,61,Female,White,Married,MA,9/5/2021,9/29/2022,Voluntarily Terminated,Part-Time,Part-Time,Voluntary,Production Technician I,Production & Operations,Zone C,Needs Improvement,3
1446,Harley,Mccullough,harley.mccullough@bilearner.com,4/10/1997,28,Female,White,Married,MA,7/21/2020,2/28/2023,Involuntarily Terminated,Full-Time,Temporary,Involuntary,Production Technician I,Production & Operations,Zone B,Needs Improvement,3
1447,Lucian,Montoya,lucian.montoya@bilearner.com,7/14/1954,71,Female,Black,Single,MA,12/12/2022,6/26/2023,Voluntarily Terminated,Full-Time,Full-Time,Resignation,Production Technician I,Production & Operations,Zone C,Needs Improvement,3
1448,Shiloh,Baird,shiloh.baird@bilearner.com,8/13/1976,48,Female,Other,Single,MA,9/13/2020,NULL,Active,Part-Time,Part-Time,NULL,Production Technician I,Production & Operations,Zone A,Needs Improvement,3
1449,Tara,Alvarado,tara.alvarado@bilearner.com,9/14/1965,59,Male,Other,Divorced,MA,11/15/2022,NULL,Active,Part-Time,Temporary,NULL,Production Technician II,Production & Operations,Zone B,Needs Improvement,3
1450,Raina,Vaughan,raina.vaughan@bilearner.com,2/20/1958,67,Male,White,Single,MA,2/7/2020,4/20/2022,Retired,Full-Time,Temporary,Retirement,Production Technician II,Production & Operations,Zone C,Needs Improvement,3
1451,Sienna,Bullock,sienna.bullock@bilearner.com,12/20/1944,80,Female,Hispanic,Widowed,MA,12/31/2022,NULL,Active,Part-Time,Part-Time,NULL,Production Technician II,Production & Operations,Zone A,Needs Improvement,3
1452,Tyrese,Goodman,tyrese.goodman@bilearner.com,3/29/1953,72,Female,White,Single,MA,3/26/2019,NULL,Active,Full-Time,Full-Time,NULL,Production Technician II,Production & Operations,Zone B,Needs Improvement,3
1453,Giovanni,Landry,giovanni.landry@bilearner.com,8/20/1990,34,Male,Black,Single,MA,3/22/2023,NULL,Active,Full-Time,Temporary,NULL,Production Technician II,Production & Operations,Zone C,Needs Improvement,3
1454,Javon,Moses,javon.moses@bilearner.com,3/12/1977,48,Male,Hispanic,Married,MA,12/23/2022,12/25/2022,Voluntarily Terminated,Full-Time,Temporary,Voluntary,Production Technician II,Production & Operations,Zone C,Needs Improvement,3
1455,Alonso,Williams,alonso.williams@bilearner.com,3/19/1995,30,Female,Other,Widowed,MA,12/27/2019,NULL,Active,Contract,Full-Time,NULL,Production Technician I,Production & Operations,Zone C,Needs Improvement,3
1456,Kamila,Rosales,kamila.rosales@bilearner.com,10/8/1956,68,Female,Hispanic,Married,MA,6/25/2019,7/9/2019,Voluntarily Terminated,Full-Time,Full-Time,Resignation,Production Technician I,Production & Operations,Zone B,Needs Improvement,3
1457,Jadiel,French,jadiel.french@bilearner.com,8/3/1977,48,Female,Other,Married,MA,11/23/2018,NULL,Active,Contract,Part-Time,NULL,Production Technician I,Production & Operations,Zone A,Needs Improvement,3
1458,Brennan,Jefferson,brennan.jefferson@bilearner.com,3/19/1994,31,Female,Hispanic,Single,MA,1/17/2021,NULL,Active,Full-Time,Full-Time,NULL,Production Technician I,Production & Operations,Zone A,Needs Improvement,3
1459,Noe,Glenn,noe.glenn@bilearner.com,8/12/1946,78,Male,Black,Single,MA,9/8/2021,NULL,Active,Contract,Temporary,NULL,Production Technician I,Production & Operations,Zone C,Needs Improvement,3
1460,Vaughn,Kim,vaughn.kim@bilearner.com,5/29/1955,70,Male,Other,Divorced,MA,2/24/2021,6/18/2022,Retired,Full-Time,Temporary,Retirement,Production Technician I,Production & Operations,Zone A,Needs Improvement,3
1461,Anabel,Evans,anabel.evans@bilearner.com,3/3/2001,24,Female,Asian,Widowed,MA,4/12/2019,9/28/2020,Retired,Full-Time,Full-Time,Retirement,Production Technician I,Production & Operations,Zone C,Needs Improvement,3
1462,Elisabeth,Irwin,elisabeth.irwin@bilearner.com,3/7/1960,65,Female,Other,Widowed,MA,7/13/2023,NULL,Active,Contract,Temporary,NULL,Production Technician I,Production & Operations,Zone C,Needs Improvement,3
1463,Bo,Bradford,bo.bradford@bilearner.com,11/28/1975,49,Female,Hispanic,Divorced,MA,10/5/2020,NULL,Active,Contract,Temporary,NULL,Production Technician I,Production & Operations,Zone C,Needs Improvement,3
1464,Dustin,Beasley,dustin.beasley@bilearner.com,10/1/1957,67,Female,Asian,Married,MA,1/27/2019,NULL,Active,Part-Time,Part-Time,NULL,Production Technician I,Production & Operations,Zone C,Needs Improvement,3
1465,Dean,Winters,dean.winters@bilearner.com,6/22/1958,67,Female,Other,Single,MA,12/17/2020,11/20/2021,Retired,Part-Time,Part-Time,Retirement,Production Technician I,Production & Operations,Zone A,Needs Improvement,3
1466,Chanel,Dougherty,chanel.dougherty@bilearner.com,3/8/1989,36,Female,White,Widowed,MA,3/4/2021,NULL,Active,Full-Time,Temporary,NULL,Production Technician I,Production & Operations,Zone A,Needs Improvement,3
1467,Phoebe,Dorsey,phoebe.dorsey@bilearner.com,4/16/1989,36,Female,Black,Married,MA,3/30/2023,NULL,Active,Full-Time,Temporary,NULL,Production Technician I,Production & Operations,Zone A,Needs Improvement,3
1468,Coleman,Bridges,coleman.bridges@bilearner.com,8/30/1965,59,Female,Hispanic,Divorced,MA,12/27/2018,NULL,Active,Contract,Part-Time,NULL,Production Technician I,Production & Operations,Zone A,Needs Improvement,3
1469,Juliet,Bautista,juliet.bautista@bilearner.com,8/17/1976,48,Female,Asian,Married,MA,9/20/2021,NULL,Active,Full-Time,Temporary,NULL,Production Technician I,Production & Operations,Zone B,Needs Improvement,3
1470,Julia,Lawrence,julia.lawrence@bilearner.com,9/20/1995,29,Female,Asian,Married,MA,2/8/2023,NULL,Active,Part-Time,Part-Time,NULL,Production Technician I,Production & Operations,Zone B,Needs Improvement,3
1471,Kinley,Dean,kinley.dean@bilearner.com,4/9/1960,65,Male,White,Divorced,MA,10/16/2019,1/12/2022,Retired,Full-Time,Full-Time,Retirement,Production Technician II,Production & Operations,Zone B,Needs Improvement,3
1472,Karina,Mccarthy,karina.mccarthy@bilearner.com,4/14/1972,53,Male,Other,Single,MA,8/31/2021,NULL,Active,Contract,Full-Time,NULL,Production Technician II,Production & Operations,Zone C,Needs Improvement,3
1473,Ruben,Kirby,ruben.kirby@bilearner.com,10/6/1942,82,Female,Black,Divorced,MA,9/25/2020,NULL,Active,Contract,Full-Time,NULL,Production Technician II,Production & Operations,Zone B,Needs Improvement,3
1474,Alexia,Hughes,alexia.hughes@bilearner.com,7/13/1942,83,Female,Hispanic,Married,MA,2/1/2023,2/3/2023,Voluntarily Terminated,Full-Time,Full-Time,Voluntary,Production Technician II,Production & Operations,Zone C,Needs Improvement,3
1475,Miles,Gill,miles.gill@bilearner.com,8/19/1993,31,Male,Other,Married,MA,1/17/2023,5/21/2023,Voluntarily Terminated,Full-Time,Temporary,Resignation,Production Technician II,Production & Operations,Zone A,Needs Improvement,3
1476,Kaden,Woodard,kaden.woodard@bilearner.com,11/7/1962,62,Male,Other,Divorced,MA,12/7/2019,9/2/2020,Voluntarily Terminated,Contract,Part-Time,Voluntary,Production Technician II,Production & Operations,Zone C,Needs Improvement,3
